C:\Users\Kingsley E. Nweye\Documents\eQUEST 3-65 Projects\Project 3\Project 3 - Baseline Design
Simulated:  2020-Nov-09 06:38:36
CSV Written:  2020-Nov-09 06:38:36
eQUEST 3.65.7175
,,,,"Hourly Report",,,,,,,,,,,,,,,
,,,,"EM1 Hourly Report Block",,"FM1 Hourly Report Block",,,,,,,,,,,,,
,,,,"EXTERIOR-WALL",,"FUEL-METER",,,,,,,,,,,,,
,,,,"EL1 Roof (T.16.E17)",,"FM1",,,,,,,,,,,,,
,,,Day,"Var 1","Var 19","Var 1","Var 2","Var 3","Var 4","Var 5","Var 6","Var 7","Var 8","Var 9","Var 10","Var 11","Var 12","Var 20",
Month,Day,Hour,Type,"Total solar rad on wall after shading (Btu/Hr-Ft2)","Surface total solar radiation (Btu/hr-ft2)","Lighting end-use energy","Task lighting end-use energy","Miscellaneous equipment end-use energy","Heating end-use energy","Cooling end-use energy","Heat rejection end-use energy","Auxiliary end-use energy (pumps)","Vent fan end-use energy","Refrigeration systems end-use energy","Supplemental heat pump end-use energy","Domestic hot water end-use energy","Exterior to the building end-use energy","Total end-use energy",
6,26,6,4,32.1514,0,0,0,0,0,0,0,0,0,0,0,1170,0,1170,
6,26,7,4,81.3378,0,0,0,0,0,0,0,0,0,0,0,4981.01,0,4981.01,
6,26,8,4,139.116,0,0,0,0,0,0,0,0,0,0,0,4980.46,0,4980.46,
6,26,9,4,199.041,0,0,0,0,0,0,0,0,0,0,0,8796.57,0,8796.57,
6,26,10,4,244.58,0,0,0,0,0,0,0,0,0,0,0,8798.4,0,8798.4,
6,26,11,4,252.459,0,0,0,0,0,0,0,0,0,0,0,8799.03,0,8799.03,
6,26,12,4,279.796,0,0,0,0,0,0,0,0,0,0,0,8799.33,0,8799.33,
6,26,13,4,227.083,0,0,0,0,0,0,0,0,0,0,0,8799.54,0,8799.54,
6,26,14,4,269.727,0,0,0,0,0,0,0,0,0,0,0,8799.72,0,8799.72,
6,26,15,4,240.679,0,0,0,0,0,0,0,0,0,0,0,6853.73,0,6853.73,
6,26,16,4,126.95,0,0,0,0,0,0,0,0,0,0,0,4988.88,0,4988.88,
6,26,17,4,105.746,0,0,0,0,0,0,0,0,0,0,0,3042.94,0,3042.94,
6,26,18,4,69.1674,0,0,0,0,0,0,0,0,0,0,0,2151.24,0,2151.24,
6,26,19,4,19.7865,0,0,0,0,0,0,0,0,0,0,0,2151.63,0,2151.63,
6,26,20,4,0,0,0,0,0,0,0,0,0,0,0,0,2149.06,0,2149.06,
6,26,21,4,0,0,0,0,0,0,0,0,0,0,0,0,685.426,0,685.426,
6,26,22,4,0,0,0,0,0,0,0,0,0,0,0,0,684.115,0,684.115,
6,26,23,4,0,0,0,0,0,0,0,0,0,0,0,0,683.317,0,683.317,
6,26,24,4,0,0,0,0,0,0,0,0,0,0,0,0,683.053,0,683.053,
6,27,1,5,0,0,0,0,0,0,0,0,0,0,0,0,682.874,0,682.874,
6,27,2,5,0,0,0,0,0,0,0,0,0,0,0,0,682.824,0,682.824,
6,27,3,5,0,0,0,0,0,0,0,0,0,0,0,0,682.764,0,682.764,
6,27,4,5,0,0,0,0,0,0,0,0,0,0,0,0,682.737,0,682.737,
6,27,5,5,0.0436408,0,0,0,0,0,0,0,0,0,0,0,682.714,0,682.714,
6,27,6,5,32.136,0,0,0,0,0,0,0,0,0,0,0,1169.23,0,1169.23,
6,27,7,5,81.2478,0,0,0,0,0,0,0,0,0,0,0,4980.24,0,4980.24,
6,27,8,5,141.007,0,0,0,0,0,0,0,0,0,0,0,4979.69,0,4979.69,
6,27,9,5,198.021,0,0,0,0,0,0,0,0,0,0,0,8795.94,0,8795.94,
6,27,10,5,253.053,0,0,0,0,0,0,0,0,0,0,0,8797.91,0,8797.91,
6,27,11,5,289.805,0,0,0,0,0,0,0,0,0,0,0,8798.57,0,8798.57,
6,27,12,5,308.784,0,0,0,0,0,0,0,0,0,0,0,8798.91,0,8798.91,
6,27,13,5,301.237,0,0,0,0,0,0,0,0,0,0,0,8799.16,0,8799.16,
6,27,14,5,284.149,0,0,0,0,0,0,0,0,0,0,0,8799.36,0,8799.36,
6,27,15,5,239.914,0,0,0,0,0,0,0,0,0,0,0,6853.39,0,6853.39,
6,27,16,5,185.504,0,0,0,0,0,0,0,0,0,0,0,4988.55,0,4988.55,
6,27,17,5,74.6712,0,0,0,0,0,0,0,0,0,0,0,3042.61,0,3042.61,
6,27,18,5,26.3742,0,0,0,0,0,0,0,0,0,0,0,2150.87,0,2150.87,
6,27,19,5,20.6772,0,0,0,0,0,0,0,0,0,0,0,2151.26,0,2151.26,
6,27,20,5,0,0,0,0,0,0,0,0,0,0,0,0,2148.69,0,2148.69,
6,27,21,5,0,0,0,0,0,0,0,0,0,0,0,0,686.012,0,686.012,
6,27,22,5,0,0,0,0,0,0,0,0,0,0,0,0,684.317,0,684.317,
6,27,23,5,0,0,0,0,0,0,0,0,0,0,0,0,683.587,0,683.587,
6,27,24,5,0,0,0,0,0,0,0,0,0,0,0,0,349.186,0,349.186,
6,28,1,6,0,0,0,0,0,0,0,0,0,0,0,0,348.999,0,348.999,
6,28,2,6,0,0,0,0,0,0,0,0,0,0,0,0,349.004,0,349.004,
6,28,3,6,0,0,0,0,0,0,0,0,0,0,0,0,349.037,0,349.037,
6,28,4,6,0,0,0,0,0,0,0,0,0,0,0,0,349.133,0,349.133,
6,28,5,6,0.00962897,0,0,0,0,0,0,0,0,0,0,0,349.204,0,349.204,
6,28,6,6,32.0397,0,0,0,0,0,0,0,0,0,0,0,349.32,0,349.32,
6,28,7,6,84.0219,0,0,0,0,0,0,0,0,0,0,0,349.416,0,349.416,
6,28,8,6,141.001,0,0,0,0,0,0,0,0,0,0,0,349.414,0,349.414,
6,28,9,6,200.061,0,0,0,0,0,0,0,0,0,0,0,348.508,0,348.508,
6,28,10,6,243.706,0,0,0,0,0,0,0,0,0,0,0,347.289,0,347.289,
6,28,11,6,278.589,0,0,0,0,0,0,0,0,0,0,0,345.868,0,345.868,
6,28,12,6,194.204,0,0,0,0,0,0,0,0,0,0,0,344.418,0,344.418,
6,28,13,6,299.719,0,0,0,0,0,0,0,0,0,0,0,343.207,0,343.207,
6,28,14,6,276.524,0,0,0,0,0,0,0,0,0,0,0,341.969,0,341.969,
6,28,15,6,208.301,0,0,0,0,0,0,0,0,0,0,0,341.049,0,341.049,
6,28,16,6,176.87,0,0,0,0,0,0,0,0,0,0,0,339.977,0,339.977,
6,28,17,6,107.706,0,0,0,0,0,0,0,0,0,0,0,338.703,0,338.703,
6,28,18,6,50.0507,0,0,0,0,0,0,0,0,0,0,0,337.554,0,337.554,
6,28,19,6,19.7778,0,0,0,0,0,0,0,0,0,0,0,336.432,0,336.432,
6,28,20,6,0,0,0,0,0,0,0,0,0,0,0,0,335.72,0,335.72,
6,28,21,6,0,0,0,0,0,0,0,0,0,0,0,0,335.457,0,335.457,
6,28,22,6,0,0,0,0,0,0,0,0,0,0,0,0,335.194,0,335.194,
6,28,23,6,0,0,0,0,0,0,0,0,0,0,0,0,335.673,0,335.673,
6,28,24,6,0,0,0,0,0,0,0,0,0,0,0,0,335.807,0,335.807,
6,29,1,7,0,0,0,0,0,0,0,0,0,0,0,0,336.037,0,336.037,
6,29,2,7,0,0,0,0,0,0,0,0,0,0,0,0,336.212,0,336.212,
6,29,3,7,0,0,0,0,0,0,0,0,0,0,0,0,336.444,0,336.444,
6,29,4,7,0,0,0,0,0,0,0,0,0,0,0,0,336.671,0,336.671,
6,29,5,7,0.00164487,0,0,0,0,0,0,0,0,0,0,0,336.946,0,336.946,
6,29,6,7,31.6593,0,0,0,0,0,0,0,0,0,0,0,337.131,0,337.131,
6,29,7,7,81.1649,0,0,0,0,0,0,0,0,0,0,0,337.335,0,337.335,
6,29,8,7,137.153,0,0,0,0,0,0,0,0,0,0,0,337.339,0,337.339,
6,29,9,7,200.073,0,0,0,0,0,0,0,0,0,0,0,336.475,0,336.475,
6,29,10,7,253.101,0,0,0,0,0,0,0,0,0,0,0,335.404,0,335.404,
6,29,11,7,283.482,0,0,0,0,0,0,0,0,0,0,0,334.224,0,334.224,
6,29,12,7,299.68,0,0,0,0,0,0,0,0,0,0,0,332.959,0,332.959,
6,29,13,7,112.762,0,0,0,0,0,0,0,0,0,0,0,331.805,0,331.805,
6,29,14,7,273.93,0,0,0,0,0,0,0,0,0,0,0,330.813,0,330.813,
6,29,15,7,220.906,0,0,0,0,0,0,0,0,0,0,0,329.808,0,329.808,
6,29,16,7,113.965,0,0,0,0,0,0,0,0,0,0,0,329.316,0,329.316,
6,29,17,7,123.249,0,0,0,0,0,0,0,0,0,0,0,327.849,0,327.849,
6,29,18,7,60.8578,0,0,0,0,0,0,0,0,0,0,0,326.807,0,326.807,
6,29,19,7,18.9762,0,0,0,0,0,0,0,0,0,0,0,326.127,0,326.127,
6,29,20,7,0,0,0,0,0,0,0,0,0,0,0,0,325.225,0,325.225,
6,29,21,7,0,0,0,0,0,0,0,0,0,0,0,0,324.841,0,324.841,
6,29,22,7,0,0,0,0,0,0,0,0,0,0,0,0,324.718,0,324.718,
6,29,23,7,0,0,0,0,0,0,0,0,0,0,0,0,325.166,0,325.166,
6,29,24,7,0,0,0,0,0,0,0,0,0,0,0,0,659.175,0,659.175,
6,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,659.512,0,659.512,
6,30,2,1,0,0,0,0,0,0,0,0,0,0,0,0,659.593,0,659.593,
6,30,3,1,0,0,0,0,0,0,0,0,0,0,0,0,659.793,0,659.793,
6,30,4,1,0,0,0,0,0,0,0,0,0,0,0,0,659.909,0,659.909,
6,30,5,1,0.0257566,0,0,0,0,0,0,0,0,0,0,0,660.113,0,660.113,
6,30,6,1,31.8066,0,0,0,0,0,0,0,0,0,0,0,1146.78,0,1146.78,
6,30,7,1,85.6868,0,0,0,0,0,0,0,0,0,0,0,4957.93,0,4957.93,
6,30,8,1,141.01,0,0,0,0,0,0,0,0,0,0,0,4957.52,0,4957.52,
6,30,9,1,202.103,0,0,0,0,0,0,0,0,0,0,0,8775.84,0,8775.84,
6,30,10,1,250.895,0,0,0,0,0,0,0,0,0,0,0,8783.14,0,8783.14,
6,30,11,1,233.548,0,0,0,0,0,0,0,0,0,0,0,8785.45,0,8785.45,
6,30,12,1,306.479,0,0,0,0,0,0,0,0,0,0,0,8787.49,0,8787.49,
6,30,13,1,303.506,0,0,0,0,0,0,0,0,0,0,0,8788.38,0,8788.38,
6,30,14,1,284.286,0,0,0,0,0,0,0,0,0,0,0,8789.16,0,8789.16,
6,30,15,1,229.662,0,0,0,0,0,0,0,0,0,0,0,6843.71,0,6843.71,
6,30,16,1,187.078,0,0,0,0,0,0,0,0,0,0,0,4979.33,0,4979.33,
6,30,17,1,127.134,0,0,0,0,0,0,0,0,0,0,0,3033.85,0,3033.85,
6,30,18,1,71.1487,0,0,0,0,0,0,0,0,0,0,0,2142.51,0,2142.51,
6,30,19,1,17.8285,0,0,0,0,0,0,0,0,0,0,0,2143.24,0,2143.24,
6,30,20,1,0,0,0,0,0,0,0,0,0,0,0,0,2139.41,0,2139.41,
6,30,21,1,0,0,0,0,0,0,0,0,0,0,0,0,674.852,0,674.852,
6,30,22,1,0,0,0,0,0,0,0,0,0,0,0,0,673.438,0,673.438,
6,30,23,1,0,0,0,0,0,0,0,0,0,0,0,0,672.199,0,672.199,
6,30,24,1,0,0,0,0,0,0,0,0,0,0,0,0,671.729,0,671.729,
7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,671.345,0,671.345,
7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,671.155,0,671.155,
7,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,671.093,0,671.093,
7,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,671.138,0,671.138,
7,1,5,2,0.074145,0,0,0,0,0,0,0,0,0,0,0,671.221,0,671.221,
7,1,6,2,30.1292,0,0,0,0,0,0,0,0,0,0,0,1157.89,0,1157.89,
7,1,7,2,85.342,0,0,0,0,0,0,0,0,0,0,0,4969.07,0,4969.07,
7,1,8,2,142.873,0,0,0,0,0,0,0,0,0,0,0,4968.81,0,4968.81,
7,1,9,2,198.095,0,0,0,0,0,0,0,0,0,0,0,8788.06,0,8788.06,
7,1,10,2,245.965,0,0,0,0,0,0,0,0,0,0,0,8791.52,0,8791.52,
7,1,11,2,278.788,0,0,0,0,0,0,0,0,0,0,0,8792.76,0,8792.76,
7,1,12,2,147.462,0,0,0,0,0,0,0,0,0,0,0,8793.56,0,8793.56,
7,1,13,2,257.537,0,0,0,0,0,0,0,0,0,0,0,8794.14,0,8794.14,
7,1,14,2,156.725,0,0,0,0,0,0,0,0,0,0,0,8794.63,0,8794.63,
7,1,15,2,94.7983,0,0,0,0,0,0,0,0,0,0,0,6849,0,6849,
7,1,16,2,99.3385,0,0,0,0,0,0,0,0,0,0,0,4984.41,0,4984.41,
7,1,17,2,67.7376,0,0,0,0,0,0,0,0,0,0,0,3038.79,0,3038.79,
7,1,18,2,23.5141,0,0,0,0,0,0,0,0,0,0,0,2147.35,0,2147.35,
7,1,19,2,8.95333,0,0,0,0,0,0,0,0,0,0,0,2148,0,2148,
7,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,2145.13,0,2145.13,
7,1,21,2,0,0,0,0,0,0,0,0,0,0,0,0,683.127,0,683.127,
7,1,22,2,0,0,0,0,0,0,0,0,0,0,0,0,682.272,0,682.272,
7,1,23,2,0,0,0,0,0,0,0,0,0,0,0,0,681.732,0,681.732,
7,1,24,2,0,0,0,0,0,0,0,0,0,0,0,0,681.652,0,681.652,
7,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,681.675,0,681.675,
7,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,681.784,0,681.784,
7,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,681.953,0,681.953,
7,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,682.165,0,682.165,
7,2,5,3,0.239089,0,0,0,0,0,0,0,0,0,0,0,682.391,0,682.391,
7,2,6,3,30.8393,0,0,0,0,0,0,0,0,0,0,0,1169.15,0,1169.15,
7,2,7,3,81.938,0,0,0,0,0,0,0,0,0,0,0,4980.37,0,4980.37,
7,2,8,3,142.757,0,0,0,0,0,0,0,0,0,0,0,4980.01,0,4980.01,
7,2,9,3,202.162,0,0,0,0,0,0,0,0,0,0,0,8795.84,0,8795.84,
7,2,10,3,247.042,0,0,0,0,0,0,0,0,0,0,0,8797.47,0,8797.47,
7,2,11,3,281.67,0,0,0,0,0,0,0,0,0,0,0,8798.18,0,8798.18,
7,2,12,3,306.924,0,0,0,0,0,0,0,0,0,0,0,8798.55,0,8798.55,
7,2,13,3,305.789,0,0,0,0,0,0,0,0,0,0,0,8798.86,0,8798.86,
7,2,14,3,282.266,0,0,0,0,0,0,0,0,0,0,0,8799.09,0,8799.09,
7,2,15,3,221.511,0,0,0,0,0,0,0,0,0,0,0,6853.18,0,6853.18,
7,2,16,3,191.2,0,0,0,0,0,0,0,0,0,0,0,4988.41,0,4988.41,
7,2,17,3,116.613,0,0,0,0,0,0,0,0,0,0,0,3042.56,0,3042.56,
7,2,18,3,66.7321,0,0,0,0,0,0,0,0,0,0,0,2150.88,0,2150.88,
7,2,19,3,19.9682,0,0,0,0,0,0,0,0,0,0,0,2151.33,0,2151.33,
7,2,20,3,0,0,0,0,0,0,0,0,0,0,0,0,2148.84,0,2148.84,
7,2,21,3,0,0,0,0,0,0,0,0,0,0,0,0,685.867,0,685.867,
7,2,22,3,0,0,0,0,0,0,0,0,0,0,0,0,684.88,0,684.88,
7,2,23,3,0,0,0,0,0,0,0,0,0,0,0,0,684.501,0,684.501,
7,2,24,3,0,0,0,0,0,0,0,0,0,0,0,0,684.466,0,684.466,
7,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,684.5,0,684.5,
7,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,684.595,0,684.595,
7,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,684.714,0,684.714,
7,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,684.905,0,684.905,
7,3,5,4,0.130975,0,0,0,0,0,0,0,0,0,0,0,685.082,0,685.082,
7,3,6,4,30.1838,0,0,0,0,0,0,0,0,0,0,0,1171.81,0,1171.81,
7,3,7,4,83.5658,0,0,0,0,0,0,0,0,0,0,0,4982.98,0,4982.98,
7,3,8,4,139.012,0,0,0,0,0,0,0,0,0,0,0,4982.61,0,4982.61,
7,3,9,4,198.157,0,0,0,0,0,0,0,0,0,0,0,8797.7,0,8797.7,
7,3,10,4,241.908,0,0,0,0,0,0,0,0,0,0,0,8799.1,0,8799.1,
7,3,11,4,279.648,0,0,0,0,0,0,0,0,0,0,0,8799.62,0,8799.62,
7,3,12,4,298.489,0,0,0,0,0,0,0,0,0,0,0,8799.88,0,8799.88,
7,3,13,4,293.985,0,0,0,0,0,0,0,0,0,0,0,8800.06,0,8800.06,
7,3,14,4,254.605,0,0,0,0,0,0,0,0,0,0,0,8800.21,0,8800.21,
7,3,15,4,218.005,0,0,0,0,0,0,0,0,0,0,0,6854.19,0,6854.19,
7,3,16,4,119.053,0,0,0,0,0,0,0,0,0,0,0,4989.32,0,4989.32,
7,3,17,4,124.329,0,0,0,0,0,0,0,0,0,0,0,3043.39,0,3043.39,
7,3,18,4,69.2047,0,0,0,0,0,0,0,0,0,0,0,2151.63,0,2151.63,
7,3,19,4,20.273,0,0,0,0,0,0,0,0,0,0,0,2151.99,0,2151.99,
7,3,20,4,0,0,0,0,0,0,0,0,0,0,0,0,2149.51,0,2149.51,
7,3,21,4,0,0,0,0,0,0,0,0,0,0,0,0,685.941,0,685.941,
7,3,22,4,0,0,0,0,0,0,0,0,0,0,0,0,684.65,0,684.65,
7,3,23,4,0,0,0,0,0,0,0,0,0,0,0,0,683.825,0,683.825,
7,3,24,4,0,0,0,0,0,0,0,0,0,0,0,0,349.639,0,349.639,
7,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,349.292,0,349.292,
7,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,349.345,0,349.345,
7,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,349.311,0,349.311,
7,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,349.323,0,349.323,
7,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,349.392,0,349.392,
7,4,6,8,14.6492,0,0,0,0,0,0,0,0,0,0,0,349.32,0,349.32,
7,4,7,8,33.1472,0,0,0,0,0,0,0,0,0,0,0,349.332,0,349.332,
7,4,8,8,39.3102,0,0,0,0,0,0,0,0,0,0,0,349.373,0,349.373,
7,4,9,8,95.491,0,0,0,0,0,0,0,0,0,0,0,349.231,0,349.231,
7,4,10,8,228.918,0,0,0,0,0,0,0,0,0,0,0,348.859,0,348.859,
7,4,11,8,221.206,0,0,0,0,0,0,0,0,0,0,0,348.521,0,348.521,
7,4,12,8,292.622,0,0,0,0,0,0,0,0,0,0,0,347.508,0,347.508,
7,4,13,8,240.84,0,0,0,0,0,0,0,0,0,0,0,345.94,0,345.94,
7,4,14,8,53.4248,0,0,0,0,0,0,0,0,0,0,0,344.608,0,344.608,
7,4,15,8,96.8413,0,0,0,0,0,0,0,0,0,0,0,343.437,0,343.437,
7,4,16,8,113.052,0,0,0,0,0,0,0,0,0,0,0,342.708,0,342.708,
7,4,17,8,27.5196,0,0,0,0,0,0,0,0,0,0,0,342.89,0,342.89,
7,4,18,8,12.8721,0,0,0,0,0,0,0,0,0,0,0,342.185,0,342.185,
7,4,19,8,4.07249,0,0,0,0,0,0,0,0,0,0,0,341.574,0,341.574,
7,4,20,8,0,0,0,0,0,0,0,0,0,0,0,0,341.851,0,341.851,
7,4,21,8,0,0,0,0,0,0,0,0,0,0,0,0,341.997,0,341.997,
7,4,22,8,0,0,0,0,0,0,0,0,0,0,0,0,342.238,0,342.238,
7,4,23,8,0,0,0,0,0,0,0,0,0,0,0,0,342.464,0,342.464,
7,4,24,8,0,0,0,0,0,0,0,0,0,0,0,0,342.671,0,342.671,
7,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,342.845,0,342.845,
7,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,343.051,0,343.051,
7,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,343.244,0,343.244,
7,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,343.465,0,343.465,
7,5,5,6,0.00101333,0,0,0,0,0,0,0,0,0,0,0,343.843,0,343.843,
7,5,6,6,27.8724,0,0,0,0,0,0,0,0,0,0,0,344.124,0,344.124,
7,5,7,6,81.7913,0,0,0,0,0,0,0,0,0,0,0,344.532,0,344.532,
7,5,8,6,139.046,0,0,0,0,0,0,0,0,0,0,0,344.718,0,344.718,
7,5,9,6,202.268,0,0,0,0,0,0,0,0,0,0,0,344.05,0,344.05,
7,5,10,6,250.297,0,0,0,0,0,0,0,0,0,0,0,343.004,0,343.004,
7,5,11,6,279.794,0,0,0,0,0,0,0,0,0,0,0,341.738,0,341.738,
7,5,12,6,288.67,0,0,0,0,0,0,0,0,0,0,0,340.371,0,340.371,
7,5,13,6,283.857,0,0,0,0,0,0,0,0,0,0,0,339.322,0,339.322,
7,5,14,6,270.321,0,0,0,0,0,0,0,0,0,0,0,338.205,0,338.205,
7,5,15,6,156.192,0,0,0,0,0,0,0,0,0,0,0,337.104,0,337.104,
7,5,16,6,99.3878,0,0,0,0,0,0,0,0,0,0,0,336.364,0,336.364,
7,5,17,6,37.33,0,0,0,0,0,0,0,0,0,0,0,335.084,0,335.084,
7,5,18,6,28.2739,0,0,0,0,0,0,0,0,0,0,0,334.573,0,334.573,
7,5,19,6,12.6829,0,0,0,0,0,0,0,0,0,0,0,334.138,0,334.138,
7,5,20,6,0,0,0,0,0,0,0,0,0,0,0,0,334.584,0,334.584,
7,5,21,6,0,0,0,0,0,0,0,0,0,0,0,0,334.633,0,334.633,
7,5,22,6,0,0,0,0,0,0,0,0,0,0,0,0,335.044,0,335.044,
7,5,23,6,0,0,0,0,0,0,0,0,0,0,0,0,335.491,0,335.491,
7,5,24,6,0,0,0,0,0,0,0,0,0,0,0,0,335.869,0,335.869,
7,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,336.262,0,336.262,
7,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,336.586,0,336.586,
7,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,336.971,0,336.971,
7,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,337.289,0,337.289,
7,6,5,7,0.000925584,0,0,0,0,0,0,0,0,0,0,0,337.65,0,337.65,
7,6,6,7,27.9844,0,0,0,0,0,0,0,0,0,0,0,337.985,0,337.985,
7,6,7,7,64.5518,0,0,0,0,0,0,0,0,0,0,0,338.314,0,338.314,
7,6,8,7,106.317,0,0,0,0,0,0,0,0,0,0,0,338.504,0,338.504,
7,6,9,7,140.532,0,0,0,0,0,0,0,0,0,0,0,337.886,0,337.886,
7,6,10,7,177.186,0,0,0,0,0,0,0,0,0,0,0,337.387,0,337.387,
7,6,11,7,267.018,0,0,0,0,0,0,0,0,0,0,0,336.453,0,336.453,
7,6,12,7,282.535,0,0,0,0,0,0,0,0,0,0,0,335.653,0,335.653,
7,6,13,7,300.749,0,0,0,0,0,0,0,0,0,0,0,334.608,0,334.608,
7,6,14,7,280.568,0,0,0,0,0,0,0,0,0,0,0,333.65,0,333.65,
7,6,15,7,235.342,0,0,0,0,0,0,0,0,0,0,0,332.918,0,332.918,
7,6,16,7,180.422,0,0,0,0,0,0,0,0,0,0,0,332.243,0,332.243,
7,6,17,7,124.604,0,0,0,0,0,0,0,0,0,0,0,331.338,0,331.338,
7,6,18,7,67.6009,0,0,0,0,0,0,0,0,0,0,0,330.483,0,330.483,
7,6,19,7,19.928,0,0,0,0,0,0,0,0,0,0,0,329.824,0,329.824,
7,6,20,7,0,0,0,0,0,0,0,0,0,0,0,0,329.292,0,329.292,
7,6,21,7,0,0,0,0,0,0,0,0,0,0,0,0,328.913,0,328.913,
7,6,22,7,0,0,0,0,0,0,0,0,0,0,0,0,329.022,0,329.022,
7,6,23,7,0,0,0,0,0,0,0,0,0,0,0,0,329.757,0,329.757,
7,6,24,7,0,0,0,0,0,0,0,0,0,0,0,0,664.101,0,664.101,
7,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,664.639,0,664.639,
7,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,664.9,0,664.9,
7,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,665.05,0,665.05,
7,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,665.324,0,665.324,
7,7,5,1,0.000769606,0,0,0,0,0,0,0,0,0,0,0,665.46,0,665.46,
7,7,6,1,29.1961,0,0,0,0,0,0,0,0,0,0,0,1152.2,0,1152.2,
7,7,7,1,78.4566,0,0,0,0,0,0,0,0,0,0,0,4963.4,0,4963.4,
7,7,8,1,78.6835,0,0,0,0,0,0,0,0,0,0,0,4963.01,0,4963.01,
7,7,9,1,185.705,0,0,0,0,0,0,0,0,0,0,0,8782.02,0,8782.02,
7,7,10,1,214.545,0,0,0,0,0,0,0,0,0,0,0,8787.83,0,8787.83,
7,7,11,1,274.63,0,0,0,0,0,0,0,0,0,0,0,8789.31,0,8789.31,
7,7,12,1,287.285,0,0,0,0,0,0,0,0,0,0,0,8790.39,0,8790.39,
7,7,13,1,274.005,0,0,0,0,0,0,0,0,0,0,0,8791.14,0,8791.14,
7,7,14,1,275.269,0,0,0,0,0,0,0,0,0,0,0,8791.76,0,8791.76,
7,7,15,1,239.538,0,0,0,0,0,0,0,0,0,0,0,6846.21,0,6846.21,
7,7,16,1,187.504,0,0,0,0,0,0,0,0,0,0,0,4981.75,0,4981.75,
7,7,17,1,129.307,0,0,0,0,0,0,0,0,0,0,0,3036.21,0,3036.21,
7,7,18,1,70.1206,0,0,0,0,0,0,0,0,0,0,0,2144.81,0,2144.81,
7,7,19,1,19.6104,0,0,0,0,0,0,0,0,0,0,0,2145.51,0,2145.51,
7,7,20,1,0,0,0,0,0,0,0,0,0,0,0,0,2142.14,0,2142.14,
7,7,21,1,0,0,0,0,0,0,0,0,0,0,0,0,678.486,0,678.486,
7,7,22,1,0,0,0,0,0,0,0,0,0,0,0,0,677.167,0,677.167,
7,7,23,1,0,0,0,0,0,0,0,0,0,0,0,0,676.509,0,676.509,
7,7,24,1,0,0,0,0,0,0,0,0,0,0,0,0,676.354,0,676.354,
7,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,676.28,0,676.28,
7,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,676.293,0,676.293,
7,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,676.418,0,676.418,
7,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,676.536,0,676.536,
7,8,5,2,0.000892814,0,0,0,0,0,0,0,0,0,0,0,676.776,0,676.776,
7,8,6,2,28.6305,0,0,0,0,0,0,0,0,0,0,0,1163.42,0,1163.42,
7,8,7,2,81.6327,0,0,0,0,0,0,0,0,0,0,0,4974.68,0,4974.68,
7,8,8,2,141.947,0,0,0,0,0,0,0,0,0,0,0,4974.28,0,4974.28,
7,8,9,2,198.414,0,0,0,0,0,0,0,0,0,0,0,8791.96,0,8791.96,
7,8,10,2,246.398,0,0,0,0,0,0,0,0,0,0,0,8794.21,0,8794.21,
7,8,11,2,284.259,0,0,0,0,0,0,0,0,0,0,0,8795.14,0,8795.14,
7,8,12,2,307.433,0,0,0,0,0,0,0,0,0,0,0,8795.64,0,8795.64,
7,8,13,2,302.104,0,0,0,0,0,0,0,0,0,0,0,8796.05,0,8796.05,
